,USER_ID,HAS_MULTIPLE_ACCOUNTS_AND_NOT_ALL_TRANSACTED
212,8794e9d0191cb58dedada6c18624d1a0,True
213,985173d6a7cd82b40e2cf9f6adc9975b,True
214,9c53ce9492d7f5d7a4d76332629a9277,True
215,eeafd0228b5746e30bed32667e82ad1c,True
216,bcad59150ff03790d9483f7ea85504f7,True
217,e724e21cbf649c4f3c55365a62e8ce05,True
218,e732281a7f72f6d047ed9bf9eb3ab798,True
219,e759358bf89c95ecd78b1188af5608cb,True
220,e7e046b40f0547c7757b76d52c64c888,True
221,e86b9b54c39f982e6d83230ba6109d9d,True
222,e90b32bea4736a5587cf1a682880e0a3,True
223,ea7193e4474d44645e6cfcc130e66a8f,True
224,eacd74ee5c85c80a4a3b2122b7e81ade,True
225,eba6382245f2a8792f1d6cd85c292b48,True
226,ec3c20fb430620c9ef458a7f5e227061,True
227,ee11246b0101704ff04ef97a9f12ecc6,True
228,eea24036a803bc05c4872466d6674711,True
229,a8ac2b5d1476d36a9a3f3baa50292e8f,True
230,f05487fb5c2165b0a4237e917e358f40,True
231,f08fac1e6e09d095980312b75a65fb72,True
232,f1abb5b0d6daea0b87556778b0192c89,True
233,f2ac4666a373e5515e67122355b343f2,True
234,f3d9a6878a48c6bd7e878c432f7125b1,True
235,f4f3e3731374589cfb33976465896799,True
236,f6258426715df2724e664d8f97f2c44b,True
237,f6cb0737989652dada910754f6cd93ff,True
238,f74ba2e0f1bb7ccd95b42c6ab2134ce4,True
239,fbc6fd7ef565c668eb7e7a2c7d692078,True
240,fc1dda05e601e83604692dde314fd3a4,True
241,ffad798bfe79dcf90a2b3ad0412bc8ac,True
242,2147626b7b251d8affe89bf16b5b98dc,True
243,6c2583e0003c26998964a2da44288b38,True
244,5d0fca8f2c327276ca0d64b017c543b1,True
245,5e78e0c84f585578c629eb0f48ae136e,True
246,5fae748684a430e684d6338e8b1d7856,True
247,618f8dc81cff705ebc30e11fd4e80e1a,True
248,619ddf27794d146c23ca2ab632a203e0,True
249,626d8e5df3ba290ae06c1029bfb26b4b,True
250,63c831d7098022a87283afe15fcb9e73,True
251,645155235d745291a4b49b183c9da258,True
252,669ee777533182634afac22b181c5160,True
253,69dc6072b5194f84ae868a1f39d283a0,True
254,e65f276eadfe9cc9a8ef39ad654a0276,True
255,6a4db33b8d4f3161bf0cc879877ac1b7,True
256,6accb819e251b0150c731331d3712cde,True
257,6bd1a1974ce9639975d6ff60449ef4c9,True
258,5caf910b867a8bf2929cf2d0baa1bdab,True
259,6d4ddf6dfb4eba72b120992dd93231c5,True
260,6da8e98549cd711ed59373a4706d0911,True
261,6f2a72dbcf07d1d698fdeeb09eca8ed9,True
262,6f6ede625256deb8c1998456618c1b51,True
263,6fb41be7fd912155102b9c9fc37c61e4,True
264,7059ca76fc19c3279e05e5446648a4db,True
265,70ae44077789ad88d5f6954ce62e2936,True
266,72fc3ac205cf585773a8df067ebf7909,True
267,7a1fbca7da15c229faf75adbc4d3db4e,True
268,7bb5fd085304f434487532cd4fcd8276,True
269,7bc4fbad2182e180332efe83689d35a2,True
270,7c3778a08ee3f51377b5472526da8b25,True
271,7cbaaf49a0636c3cf1c26230b407f378,True
272,f66f896852779eae11ea4693b735b3fd,True
273,ad9bd8f5ce31c6b51c8cc6e01999e59b,True
274,ae64428e8f71cdde671d1a8ac4598cb3,True
275,b4ea5e1aca864397d81bf6a783fdcfac,True
276,b5fc049c6690f2b2333e2c8b36d13c7b,True
277,baa8b11a074701fef4c75ac3bfce1d5d,True
278,bb95dc4321d1d632c061e743786be997,True
279,bdbafe9718953bca12351ad347c43b9f,True
280,bee0b412595ec2ed1191fa1df07bbfd9,True
281,bf675faf03a48481d372c3add94f7a45,True
282,d37b398b51a08914bc66b247ef4e90dd,True
283,dca18643ed6030c877d144c6deab5ab3,True
284,eb39be12c6671473b98b8bb0f55df655,True
285,f5621b3739429eec89869e32149b6ebd,True
286,7d4065e16c06fccc6d882551b1f7c362,True
287,f8084cd7ad5b3f4d7e99219eb222ca94,True
288,23e0ae86a02fa62e1a7dc0031ca966a8,True
289,273a2ed19dc4578f66f62fe8b44bd71d,True
290,29008caf4054fdd324e3875c0aa3558a,True
291,44a741e976c58e0ba563e73bff1d6a12,True
292,e7b5b8a06b7aada57eb8be69c3b4e879,True
293,eeea5fd508bc66d70420323ede748adb,True
294,4f30308c33c85e5a456886014cd1d101,True
295,50664996354b1a5eddf36adcf2028efa,True
296,5373af5aebe3961845324389c139569d,True
297,54278deaffbb2692d5f62b1bb4bbccfe,True
298,5a71691509a5afdae4bc54c115af8f8b,True
299,5be19f11b4dcb65a38fc5c1b61545949,True
300,e32a56807ab3e71bb5e07f7ffc8c5174,True
301,f555ece5c0848efcb140c1195c22328e,True
302,8ea0b04d163aa9f514b9f4e4b300f692,True
303,a9da47a9ae2e8c2d435e433e835f226d,True
304,b7b22b65987efa771bb0a7ba7e177f32,True
305,bb3bd644c9db946e8fd6ba9dce7a4cd9,True
306,ca60b3e8110ade69380d53bc88fcf703,True
307,cf655c555881edb81758807c179f43de,True
308,cf8ab3e3910b0fdaa69042e6a7422a77,True
309,d2a4376d134018f507a075fafb4fb21a,True
310,d2a545fa3af88c689ef374e1271db1c0,True
311,d578d055de250cc6540348dc9e46261e,True
312,d950fee6e661665e36377c1d80677a2f,True
313,d9970cb001e8f7ae85a7cec36f4ccec4,True
314,e1ad0af538a29bee75481999f19a5518,True
315,f4d8b3571ea3e0818e2fb7f728f77672,True
316,e75be4d635b2bc5dea495feba67a04cc,True
317,e860c1f7ee8c4ac2d1d1b060c93b2b44,True
318,ee5b289d9a94e2782ea207b8f27c79aa,True
319,f1233fdfc0459aaff8a94c3c02636f9a,True
320,f2e726a859423f29c944a2e86d7ef53a,True
321,f5850af92222466710b25e03a904189b,True
322,f61fd9f924acee91f2ee1f61ca24371e,True
323,f6373797deaf231b8118687fc7e8c538,True
324,f6b56b1de9190cd961755cf462c5ddfe,True
325,f8e2961d207af649a9cfdb9e0472ca20,True
326,f910baf29aff1495c30260e0dd6749b4,True
327,f914870c171e1e796e2a7815f451ae9e,True
328,f92c8a00bac03497922aeb8de4d415e5,True
329,eeb8a267087febaf2710b536c1c1f099,True
330,e73207d88e1df3580e425f9e868b8fba,True
331,e80b7ced23a9144d29c8d9ca2b8ac003,True
332,e8da57cf4944935892307a0e05905e9d,True
333,e9061e742c891177a35a99df67b24ae9,True
334,e921f94e5e1943a6185518751eda618e,True
335,e9c1f60cd8df84c4874113c396404a08,True
336,e9d7271281d543743df3e602dd7fc9d0,True
337,ea3dc4d727c51f5ea6fce7b0c9cd242b,True
338,ea43c111fa7e94d9d9a1d6a5fb2870ce,True
339,ebbe76fcb37c6eeeed487bd4e560e075,True
340,ec700e24268e0c205e452de0d6e8194d,True
341,ed7fd6b093a396f4ebb9f1f397a6d339,True
342,ee80cbb1adbfa3cbed60223546079777,True
343,ee87996524253e58d8db3b0e65c5ff71,True
344,f9da07d605a2b7e6653342c4f1301441,True
345,eed9ebf46eaf11287120bd13d9e22e36,True
346,efbe27f0b360a78f200e9c2147cb8299,True
347,f08b1f27e3fe9ee13380726756335942,True
348,f0d996d63982b988889c6735e4fc5450,True
349,f14a85b26512997ddae7f8cd2ffca934,True
350,f1c41199fd8c53fc25a7c88e93288dea,True
351,f217e3b3bf80478d9e20a7af394c22c6,True
352,f267cb49d34b72f01952fbe073b37bce,True
353,f2dda455594d249726a1c7ab07517efb,True
354,f33033aaac710bf402f34c1ef9ddea4a,True
355,f3a7da431ec5c9abc1913d16c89ebe28,True
356,f4459c34d8c8e538845e305e7efbfb8a,True
357,f49bbae5e042a05769227c24faa11f91,True
358,e7b8c22b6ee1799d212ac77a049d2da6,True
359,ca6c11b912a7fb9f65f5ae91e1a326dd,True
360,cbd900c921c337d38b0a66b610997db9,True
361,cd5ef9ca08f88d9439796debfe5adb66,True
362,ce69658aec0b197b0e4dcb0b8918e71c,True
363,cf5bcdf1d830626f0d73866dce0b48e0,True
364,da3bf248026c637a58badf9c7639c829,True
365,dc840c190c00f213e2a7081b9cf428ab,True
366,deae0f169616e81d26fd61213c3874c6,True
367,e0916628d03f181e609bc1d1f5c55d02,True
368,e0a6cfa13eec972b25bf2e63a00ff669,True
369,e0ab8ebc2890ae6b1c3b1bdc5dff7ad9,True
370,e118ee8d25b5834ab4e378d5379dc015,True
371,e1ffc1a1abe20f5cd8f3cb502e04fc22,True
372,e6b16db2b4f70b9e1bb6e90583abf4ae,True
373,c9c7fec9cf5e071dead30141a93d6439,True
374,ea9e5eb54136731cfaf64e54ada5910d,True
375,efa4bff874eba47b59e2f3f9033c2842,True
376,f34068b6b53a6c6e053ac2a116fa76af,True
377,f442a9f2a5df0f39e7941974ceabfbb9,True
378,f508e4eae5480514ea3e13f730832fc1,True
379,f538ef41a8ebbadaf3ebccd14da2e52a,True
380,f83ab2cff478c3a52e55ef4e16657f42,True
381,b83d20897feeb1236ab9ae9e294d8e3d,True
382,d18c5d87cfc2b8667b925a488a9a1e89,True
383,db1eefb821156e4ec8dc150db3d0c9df,True
384,dfbc4227b3f28b9aea4e86e827e2415c,True
385,fa6e4f17ac7306e0513096294d620938,True
386,b4932a05ffeb1cd491c4a8cd0194c97b,True
387,98826d1e43703cfeca715bd734d6ccf6,True
388,fa24dada2d90cc6f6a960303ae7c2329,True
389,fc973b1170853b6849dad1d20a521f9b,True
390,fd48ba6fba9161af68a1391ac30d85a9,True
391,fd818001b33bc1ae7046f401769f11b6,True
392,fe4eecc21723cd64859ba969ce7b0e26,True
393,fe99aa0ea147f620046b071490b7c984,True
394,ff04cd6c23d27b7f656f6dcdeb54c113,True
395,ff5db1be03c107913eb6b4a0c115ba33,True
396,ffbe66e9facf39781fd2c6e8b0f05af0,True
397,fffecf625f9b53bc7a0f2e3ce5589b27,True
398,60284bd2881f5c72d9b56808f535a6f8,True
399,8658664c801b3c24b2c499347fefa2f9,True
400,86c89b1ba16e4270bd4739c6b098735c,True
401,9360e21efeb3dde49903ac7567a02129,True
402,e6e43c05c76352907322f043d222595e,True
403,9a55952bd482bb73298d3ff0f6edf262,True
404,9dc502d01dd5fcf1361bfd819f2c18e2,True
405,a07a89e1e869a3e6cf12b13ecfc5ebf4,True
406,a41e75792f931417c0a12baaf639f28d,True
407,a4643495e80952f9de44a3a525f3e456,True
408,b17c1bedd5756b7d53941e76d093f452,True
409,bc7327d41f1168aa86a2f545441e0915,True
410,bd1132281d7a7492cc14295141eda6a8,True
411,be488513574bcf7dd962dc59ed1140e3,True
412,c0d8ac4aef462f947dfb3027f576ecc1,True
413,c1270c2d39255086ce386b62582811bf,True
414,c2ef646029858a80fd5b733c521e21e0,True
415,c3bfc9b62000298abadd85840b9ba265,True
416,bc59c4089af97b8c2ba4612714c44768,True
417,b5f5b1016892d99a694d7065feb5721e,True
418,b61a031f7c6051a9939b930f0b0a50ff,True
419,b6dbac32af2f363be44ffec4568b6b88,True
420,b70ce3dec8f8f3577290099994607327,True
421,b748173cd987ce063de30be1c30a6f5f,True
422,b74de3abb11f844cd6f48a3467999f07,True
423,b76d501637e09f52b5cf31b181dccc9b,True
424,b78caa9fbe1fb63cf471799105f24ea1,True
425,b91bdb9719e89023cfe0cecb1af44b42,True
426,b9f5cdd41b93956cbb10ef0122d42d1f,True
427,ba4d1b4ef9ba6234a1af783ce5a9aced,True
428,bab8dbe65e1276308fe41fb161a74670,True
429,bb62a3dcbd1070dbf2ae3cec629a407b,True
430,bbb45a52e1a3bc9ac178a907c57d555b,True
431,b5ca2aad3515223d5f87664995036345,True
432,bcbb4f536522e93cebf84768f22ccca3,True
433,bd1503bdb91f9c99a8db7d69abdd6716,True
434,bd704523cb0e53208e04cfaf371a146d,True
435,be34b987d9cdc9ac1c8c5ad6ac7de2fc,True
436,bf8ebf3e2748b96a32df01f0f0813b6d,True
437,bfcb5a392eeea161fcb75e2a4ca956cc,True
438,c039fedb504dc0853bddeb840fd9bd0e,True
439,c03cacb60e0d718226b72446665df3f5,True
440,c0b887697010a43c7aaf88b3bad5aa80,True
441,c260bf5986cac4cc3da183f508916fc8,True
442,c2b6afb6cfdadc953bf6692898de6278,True
443,c36af85918828bccf221f6f6a436222a,True
444,c39f21b29a9c126b2156901581e37148,True
445,af2187f3b93cfb55403bc71f3d9d13e2,True
446,a71b73f256b5fac20306298f75e4b288,True
447,a7d54c146f244b8006b947592ba3a79b,True
448,aa8534abf63c4f535adbe9e440360ba1,True
449,aaeb3fc58f0751fe9b7fefb0f86cb73f,True
450,ac5ee3dc4a38cac5cfaf49c80826e3d1,True
451,ac65d02e8081abd3e50ceac3c7f756ed,True
452,ac816c90ecac1fb4671f3cedddf8e1a3,True
453,acb8139e8c26dc80398d2ae6d98c37be,True
454,acd44db82d8a88222d6e937aeccc68d0,True
455,acd6f9255525b87e041e56ebbdc32ce0,True
456,acdb64c2ee95f905c1941afea86ac69d,True
457,ae29207a0f048324f8c9aa2caf3d9d83,True
458,aead3b52a6111128635a09e1de1e161d,True
459,af039100800221963e8940343610ee36,True
460,c486853daca10fda527d24978597a35e,True
461,af80ebf18f1223397bf7063a33591959,True
462,afb2c97967c86fcda4f6027a8081e637,True
463,afe8379e00b6ae7a85349a5ee641c768,True
464,b0a54325dc2515262e396b82e5aa2c5a,True
465,b0a659c3752ed3e1f5a31485d45fb597,True
466,b1aee51a7d04f51ba977da8157b771ce,True
467,b200203a377aa50d31dd589ce5cc018f,True
468,b2150afa1ebdb5eaefe245f53384aca6,True
469,b224b5873d3ea9750a1d8b5f3e269552,True
470,b3ca42b4841836ca0fd610008441295e,True
471,b48db3af5c2b0d8f3a0acac1aa8e92ed,True
472,b4bd994d6aa4a7df98dc8c9382fb5101,True
473,b4cf3dfcdd93b4d46a9af4ca51884e16,True
474,e00b2a34b92e8087783eedc573d13ba5,True
475,d89f13e0eb3a57e8b3e364c1bb6c67d1,True
476,d9b0e99060689d42dd22694a77820804,True
477,da1aaeb5e7b5a35f837533cfe1b1996e,True
478,db35e15252dfcd63d81188d61d167e57,True
479,dbbad4f8eeed39bdc953f9f76ce95fba,True
480,dbdee3b221edcb297fa07ba96e811dbd,True
481,dc51d769460b50803941d48eff7d8101,True
482,dc90555b3bab0c7124429ab3cc90a13c,True
483,dcab8582184c64c03844171fbe00b909,True
484,dd1f6527d044877daa4d14452480a24e,True
485,ddfac2b449a0c724cfc82e054ff8456b,True
486,de4ced9f42842ab5d8f1a81b5ee278b7,True
487,de739739d3f9523c7ebf3b2197721cc2,True
488,decb09cd4198abc679a637ae417a8700,True
489,d8641499a4e3b6b5383f8bc7d31b8997,True
490,e14cf4620db432a6dc677a58b7ab4c02,True
491,e26f8786e4e0351a1c51e93f12671bec,True
492,e2ad0c20390bc8deb97daed038af75eb,True
493,e31f8b8c6d8b6f780b9d51a1d95bda61,True
494,e354472f966f2e64b9e99d7bba02f004,True
495,e414837856e90e77a72fe05a4fa6f1b7,True
496,e42c2fb287dd5e68dbc8bb86e9fb6fb8,True
497,e4fc01c4043df92fa0d9866026c4c926,True
498,e50fba45a9cafb5b93e3514690eee96e,True
499,e576f6922be3b0a35555e700f405743b,True
500,e57eb591f472416f122cf1ae5a39d27e,True
501,e58712a622836e57ee537c3dff1cf59d,True
502,e6cfb9a08917a6487c7c167e1b439432,True
503,ce4a6cd541e8e5e47c310260b6707c1c,True
504,c5037c4b6becafe4f3ff75f39d771a48,True
505,c529df6da103ef8b88f7a89c8b84c165,True
506,c549acb4231fbef0f20e0eab7b9c2ea4,True
507,c642eb30b29a26afddca6e232895f0e6,True
508,c659050a5163c810475173c9fbd2ebe0,True
509,c66d89e33861cb1cd2e414c79aa97a67,True
510,c75699acc4c8d503a3028b665a9802f8,True
511,c76e6282058c25579937c956f145bb75,True
512,c820555270552ef46e3a7fcb025f1361,True
513,c823f283034d5579e6b4ad4a47ee0da7,True
514,c8691d1c60e9537da42e187170ab369f,True
515,ca28dde538c4a14f80b18a89694f3f69,True
516,cb5877e2c7e46327c3c79af4bab3de59,True
517,cc4759e1f969b2ba59e020ef07ec6da4,True
518,a715233f5986022abd4781be63ae4df2,True
519,cf890273582fee0634ed1a30aaa0bd7a,True
520,d066dfda2ab783d91753dd1b7648c096,True
521,d0e43ad07f9d877d6484e0baebcefa66,True
522,d19318a41a3404eb7d905c06d4bd4260,True
523,d1daedb92db288d27e49f23b9fd521eb,True
524,d20d8f793fcc12c60330a1c0362e78b6,True
525,d44c339604588a2962b528bcd9390265,True
526,d5520fdffefdf662146a36a1218f3351,True
527,d589ac4d9bb91fe42fb64fe62c142fed,True
528,d61a944acd9ee24d5d142f6d15113515,True
529,d6956699f5da259ab25a1051ea4caf2e,True
530,d6abcdbec471a92a2f04e0139b00c856,True
